Nation,Year,Pop
Brunei,Year2003,0.34726
Burma (Myanmar),Year2003,49.34468
Cambodia,Year2003,12.92071
China,Year2003,1284.30332
Cook Islands,Year2003,0.0146
Fiji,Year2003,0.82318
French Polynesia,Year2003,0.2623
Guam,Year2003,0.16361
Hawaiian Trade Zone,Year2003,--
Hong Kong,Year2003,6.80974
Canada,Year2003,31.88931
Costa Rica,Year2003,4.08382
India,Year2003,1057.25112
Indonesia,Year2003,223.06967
Japan,Year2003,127.35774
Kiribati,Year2003,0.0897
"Korea, North",Year2003,21.89828
"Korea, South",Year2003,47.65663
Laos,Year2003,5.654
Macau,Year2003,0.44418
Malaysia,Year2003,24.8804
Maldives,Year2003,0.31849
Cuba,Year2003,11.24668
Mongolia,Year2003,2.78408
Nauru,Year2003,0.00993
Nepal,Year2003,26.27538
New Caledonia,Year2003,0.22369
New Zealand,Year2003,3.95813
Niue,Year2003,0.00215
Pakistan,Year2003,163.16564
Papua New Guinea,Year2003,5.18811
Philippines,Year2003,86.75169
Samoa,Year2003,0.18109
Dominica,Year2003,0.07173
Singapore,Year2003,4.27679
Solomon Islands,Year2003,0.47065
Sri Lanka,Year2003,20.09749
Taiwan,Year2003,22.54347
Thailand,Year2003,63.73055
Timor-Leste (East Timor),Year2003,0.99855
Tonga,Year2003,0.10817
U.S. Pacific Islands,Year2003,0.26116
Vanuatu,Year2003,0.19971
Vietnam,Year2003,82.29659
Dominican Republic,Year2003,8.89658
Wake Island,Year2003,
World,Year2003,6317.4264
Ecuador,Year2003,13.07418
El Salvador,Year2003,5.91985
Falkland Islands (Islas Malvinas),Year2003,0.00297
French Guiana,Year2003,0.18692
Grenada,Year2003,0.10332
Guadeloupe,Year2003,0.44019
Greenland,Year2003,0.05754
Guatemala,Year2003,11.72521
Guyana,Year2003,0.77981
Haiti,Year2003,8.88367
Honduras,Year2003,6.86205
Jamaica,Year2003,2.68915
Martinique,Year2003,0.426
Montserrat,Year2003,0.00449
Netherlands Antilles,Year2003,0.21632
Nicaragua,Year2003,5.25701
Panama,Year2003,3.05361
Mexico,Year2003,103.71806
Paraguay,Year2003,5.72855
Peru,Year2003,27.2752
Puerto Rico,Year2003,3.87664
Saint Kitts and Nevis,Year2003,0.04714
Saint Lucia,Year2003,0.15601
Saint Vincent/Grenadines,Year2003,0.10688
Suriname,Year2003,0.44993
Trinidad and Tobago,Year2003,1.24243
Turks and Caicos Islands,Year2003,0.01936
Uruguay,Year2003,3.38734
Saint Pierre and Miquelon,Year2003,0.00629
Venezuela,Year2003,24.54543
"Virgin Islands,  U.S.",Year2003,0.10915
"Virgin Islands, British",Year2003,0.02176
Europe,Year2003,587.74208
Albania,Year2003,3.06967
Austria,Year2003,8.16266
Belgium,Year2003,10.33082
Bosnia and Herzegovina,Year2003,4.24318
Bulgaria,Year2003,7.5884
Croatia,Year2003,4.49778
United States,Year2003,290.32642
Cyprus,Year2003,0.96465
Czech Republic,Year2003,10.25109
Denmark,Year2003,5.39414
Faroe Islands,Year2003,0.04795
Finland,Year2003,5.20441
Former Czechoslovakia,Year2003,--
Former Serbia and Montenegro,Year2003,9.99637
Former Yugoslavia,Year2003,--
France,Year2003,60.6916
Germany,Year2003,82.39833
Central & South America,Year2003,438.97976
"Germany, East",Year2003,--
"Germany, West",Year2003,--
Gibraltar,Year2003,0.02832
Greece,Year2003,10.62595
Hungary,Year2003,10.09199
Iceland,Year2003,0.29106
Ireland,Year2003,4.00217
Italy,Year2003,58.02709
Luxembourg,Year2003,0.45676
Macedonia,Year2003,2.03515
Antarctica,Year2003,
Malta,Year2003,0.39518
Montenegro,Year2003,--
Netherlands,Year2003,16.22325
Norway,Year2003,4.5554
Poland,Year2003,38.60285
Portugal,Year2003,10.47996
Romania,Year2003,22.30468
Serbia,Year2003,--
Slovakia,Year2003,5.41641
Slovenia,Year2003,2.0116
Antigua and Barbuda,Year2003,0.07907
Spain,Year2003,42.32103
Sweden,Year2003,8.97031
Switzerland,Year2003,7.44147
Turkey,Year2003,70.54864
United Kingdom,Year2003,60.0718
Eurasia,Year2003,286.4099
Armenia,Year2003,3.00171
Azerbaijan,Year2003,7.92412
Belarus,Year2003,9.90521
Estonia,Year2003,1.35072
North America,Year2004,430.26938
Bermuda,Year2004,0.06534
Argentina,Year2004,38.74183
Former U.S.S.R.,Year2004,--
Georgia,Year2004,4.69389
Kazakhstan,Year2004,15.1437
Kyrgyzstan,Year2004,5.08143
Latvia,Year2004,2.30631
Lithuania,Year2004,3.6079
Moldova,Year2004,4.34742
Russia,Year2004,143.50743
Tajikistan,Year2004,6.68843
Turkmenistan,Year2004,4.60847
Aruba,Year2004,0.09546
Ukraine,Year2004,47.30539
Uzbekistan,Year2004,26.2681
Middle East,Year2004,187.25346
Bahrain,Year2004,0.67855
Iran,Year2004,71.4395
Iraq,Year2004,25.37625
Israel,Year2004,6.61773
Jordan,Year2004,5.12826
Kuwait,Year2004,2.25843
Lebanon,Year2004,3.87449
"Bahamas, The",Year2004,0.29406
Oman,Year2004,2.64561
Palestine,Year2004,3.49718
Qatar,Year2004,0.75882
Saudi Arabia,Year2004,23.20004
Syria,Year2004,18.13682
United Arab Emirates,Year2004,3.90795
Yemen,Year2004,19.73383
Africa,Year2004,883.59024
Algeria,Year2004,32.15767
Angola,Year2004,11.39113
Barbados,Year2004,0.27882
Benin,Year2004,7.52683
Botswana,Year2004,1.80783
Burkina Faso,Year2004,13.47809
Burundi,Year2004,7.85873
Cameroon,Year2004,16.87275
Cape Verde,Year2004,0.4628
Central African Republic,Year2004,4.28875
Chad,Year2004,9.09766
Comoros,Year2004,0.65226
Congo (Brazzaville),Year2004,3.50374
Belize,Year2004,0.27462
Congo (Kinshasa),Year2004,58.62998
Cote dIvoire (IvoryCoast),Year2004,18.50438
Djibouti,Year2004,0.65741
Egypt,Year2004,71.00947
Equatorial Guinea,Year2004,0.55142
Eritrea,Year2004,4.90734
Ethiopia,Year2004,72.63721
Gabon,Year2004,1.36441
"Gambia, The",Year2004,1.54888
Ghana,Year2004,21.60098
Bolivia,Year2004,8.89597
Guinea,Year2004,8.97198
Guinea-Bissau,Year2004,1.38693
Kenya,Year2004,33.96709
Lesotho,Year2004,1.9249
Liberia,Year2004,2.79594
Libya,Year2004,5.64308
Madagascar,Year2004,17.76815
Malawi,Year2004,13.14014
Mali,Year2004,11.82733
Mauritania,Year2004,2.76795
Brazil,Year2004,186.4886
Mauritius,Year2004,1.23206
Morocco,Year2004,29.55151
Mozambique,Year2004,19.77284
Namibia,Year2004,2.00665
Niger,Year2004,12.70466
Nigeria,Year2004,134.60451
Reunion,Year2004,0.76615
Rwanda,Year2004,9.36125
Saint Helena,Year2004,0.00743
Sao Tome and Principe,Year2004,0.15397
Cayman Islands,Year2004,0.04316
Senegal,Year2004,10.51912
Seychelles,Year2004,0.08297
Sierra Leone,Year2004,4.6022
Somalia,Year2004,8.45947
South Africa,Year2004,47.03287
Sudan,Year2004,37.44223
Swaziland,Year2004,1.23795
Tanzania,Year2004,36.98997
Togo,Year2004,5.57821
Tunisia,Year2004,9.97893
Chile,Year2004,15.83563
Uganda,Year2004,27.23366
Western Sahara,Year2004,0.39974
Zambia,Year2004,11.4337
Zimbabwe,Year2004,11.73505
Asia & Oceania,Year2004,3570.71937
Afghanistan,Year2004,25.00134
American Samoa,Year2004,0.06146
Australia,Year2004,19.99508
Bangladesh,Year2004,141.7344
Bhutan,Year2004,0.64541
Colombia,Year2004,40.92215
Brunei,Year2004,0.35431
Burma (Myanmar),Year2004,49.9622
Cambodia,Year2004,13.10994
China,Year2004,1291.0018
Cook Islands,Year2004,0.01409
Fiji,Year2004,0.82982
French Polynesia,Year2004,0.26655
Guam,Year2004,0.16612
Hawaiian Trade Zone,Year2004,--
Hong Kong,Year2004,6.85513
Canada,Year2004,32.13476
Costa Rica,Year2004,4.1467
India,Year2004,1074.15902
Indonesia,Year2004,226.00413
Japan,Year2004,127.4805
Kiribati,Year2004,0.09112
"Korea, North",Year2004,22.05448
"Korea, South",Year2004,47.85385
Laos,Year2004,5.74604
Macau,Year2004,0.45523
Malaysia,Year2004,25.47547
Maldives,Year2004,0.3266
Cuba,Year2004,11.28785
Mongolia,Year2004,2.82457
Nauru,Year2004,0.00997
Nepal,Year2004,26.70832
New Caledonia,Year2004,0.22802
New Zealand,Year2004,4.00601
Niue,Year2004,0.00216
Pakistan,Year2004,166.22361
Papua New Guinea,Year2004,5.31389
Philippines,Year2004,88.62179
Samoa,Year2004,0.18277
Dominica,Year2004,0.07193
Singapore,Year2004,4.35389
Solomon Islands,Year2004,0.48317
Sri Lanka,Year2004,20.30327
Taiwan,Year2004,22.62239
Thailand,Year2004,64.24084
Timor-Leste (East Timor),Year2004,1.02005
Tonga,Year2004,0.11026
U.S. Pacific Islands,Year2004,0.26494
Vanuatu,Year2004,0.20293
Vietnam,Year2004,83.35245
Dominican Republic,Year2004,9.03239
Wake Island,Year2004,
World,Year2004,6393.12094
Ecuador,Year2004,13.3684
El Salvador,Year2004,5.93512
Falkland Islands (Islas Malvinas),Year2004,0.00297
French Guiana,Year2004,0.19131
Grenada,Year2004,0.10397
Guadeloupe,Year2004,0.44452
Greenland,Year2004,0.0577
Guatemala,Year2004,11.93999
Guyana,Year2004,0.77948
Haiti,Year2004,9.04569
Honduras,Year2004,7.02944
Jamaica,Year2004,2.713
Martinique,Year2004,0.426
Montserrat,Year2004,0.00496
Netherlands Antilles,Year2004,0.21824
Nicaragua,Year2004,5.36349
Panama,Year2004,3.10418
Mexico,Year2004,104.95959
Paraguay,Year2004,5.82816
Peru,Year2004,27.66518
Puerto Rico,Year2004,3.89393
Saint Kitts and Nevis,Year2004,0.04753
Saint Lucia,Year2004,0.15666
Saint Vincent/Grenadines,Year2004,0.10648
Suriname,Year2004,0.45532
Trinidad and Tobago,Year2004,1.23933
Turks and Caicos Islands,Year2004,0.01997
Uruguay,Year2004,3.40639
Saint Pierre and Miquelon,Year2004,0.00625
Venezuela,Year2004,24.90462
"Virgin Islands,  U.S.",Year2004,0.10935
"Virgin Islands, British",Year2004,0.02222
Europe,Year2004,590.55745
Albania,Year2004,3.04564
Austria,Year2004,8.17476
Belgium,Year2004,10.34828
Bosnia and Herzegovina,Year2004,4.34559
Bulgaria,Year2004,7.51797
Croatia,Year2004,4.49687
United States,Year2004,293.04574
Cyprus,Year2004,0.98719
Czech Republic,Year2004,10.24618
Denmark,Year2004,5.41339
Faroe Islands,Year2004,0.04829
Finland,Year2004,5.21451
Former Czechoslovakia,Year2004,--
Former Serbia and Montenegro,Year2004,9.98628
Former Yugoslavia,Year2004,--
France,Year2004,61.04681
Germany,Year2004,82.42461
Central & South America,Year2004,445.01525
"Germany, East",Year2004,--
"Germany, West",Year2004,--
Gibraltar,Year2004,0.02841
Greece,Year2004,10.64753
Hungary,Year2004,10.07261
Iceland,Year2004,0.29397
Ireland,Year2004,4.09116
Italy,Year2004,58.08669
Luxembourg,Year2004,0.46269
Macedonia,Year2004,2.04009
Antarctica,Year2004,
Malta,Year2004,0.39685
Montenegro,Year2004,--
Netherlands,Year2004,16.3182
Norway,Year2004,4.57456
Poland,Year2004,38.58044
Portugal,Year2004,10.52415
Romania,Year2004,22.24763
Serbia,Year2004,--
Slovakia,Year2004,5.42357
Slovenia,Year2004,2.01147
Antigua and Barbuda,Year2004,0.08019
Spain,Year2004,43.00016
Sweden,Year2004,8.9864
Switzerland,Year2004,7.48431
Turkey,Year2004,71.61354
United Kingdom,Year2004,60.37665
Eurasia,Year2004,285.7158
Armenia,Year2004,2.99136
Azerbaijan,Year2004,7.96835
Belarus,Year2004,9.85595
Estonia,Year2004,1.34166
North America,Year2005,434.47232
Bermuda,Year2005,0.06591
Argentina,Year2005,39.18126
Former U.S.S.R.,Year2005,--
Georgia,Year2005,4.6774
Kazakhstan,Year2005,15.18584
Kyrgyzstan,Year2005,5.14628
Latvia,Year2005,2.29024
Lithuania,Year2005,3.59662
Moldova,Year2005,4.34018
Russia,Year2005,142.77558
Tajikistan,Year2005,6.81479
Turkmenistan,Year2005,4.66416
Aruba,Year2005,0.09698
Ukraine,Year2005,46.95942
Uzbekistan,Year2005,26.53989
Middle East,Year2005,190.98173
Bahrain,Year2005,0.68905
Iran,Year2005,72.28271
Iraq,Year2005,26.07609
Israel,Year2005,6.74292
Jordan,Year2005,5.2454
Kuwait,Year2005,2.33662
Lebanon,Year2005,3.89239
"Bahamas, The",Year2005,0.29671
Oman,Year2005,2.69689
Palestine,Year2005,3.59785
Qatar,Year2005,0.78567
Saudi Arabia,Year2005,23.64221
Syria,Year2005,18.56267
United Arab Emirates,Year2005,4.0866
Yemen,Year2005,20.34467
Africa,Year2005,904.41715
Algeria,Year2005,32.56074
Angola,Year2005,11.70695
Barbados,Year2005,0.28004
Benin,Year2005,7.77771
Botswana,Year2005,1.84012
Burkina Faso,Year2005,13.90389
Burundi,Year2005,8.16194
Cameroon,Year2005,17.26147
Cape Verde,Year2005,0.4706
Central African Republic,Year2005,4.36304
Chad,Year2005,9.40066
Comoros,Year2005,0.67164
Congo (Brazzaville),Year2005,3.604
Belize,Year2005,0.28129
Congo (Kinshasa),Year2005,60.47351
Cote dIvoire (IvoryCoast),Year2005,18.9205
Djibouti,Year2005,0.6664
Egypt,Year2005,72.54351
Equatorial Guinea,Year2005,0.56723
Eritrea,Year2005,5.06956
Ethiopia,Year2005,74.98029
Gabon,Year2005,1.39569
"Gambia, The",Year2005,1.59451
Ghana,Year2005,22.06238
Bolivia,Year2005,9.07294
Guinea,Year2005,9.15373
Guinea-Bissau,Year2005,1.41416
Kenya,Year2005,34.91178
Lesotho,Year2005,1.92212
Liberia,Year2005,2.93008
Libya,Year2005,5.77753
Madagascar,Year2005,18.31216
Malawi,Year2005,13.49211
Mali,Year2005,12.13382
Mauritania,Year2005,2.83794
Brazil,Year2005,188.99308
Mauritius,Year2005,1.24282
Morocco,Year2005,29.90096
Mozambique,Year2005,20.15401
Namibia,Year2005,2.02836
Niger,Year2005,13.18887
Nigeria,Year2005,137.49506
Reunion,Year2005,0.76615
Rwanda,Year2005,9.61107
Saint Helena,Year2005,0.00748
Sao Tome and Principe,Year2005,0.15751
Cayman Islands,Year2005,0.04434
Senegal,Year2005,10.80412
Seychelles,Year2005,0.08389
Sierra Leone,Year2005,4.70805
Somalia,Year2005,8.75245
South Africa,Year2005,47.48345
Sudan,Year2005,38.36308
Swaziland,Year2005,1.25898
Tanzania,Year2005,37.77057
Togo,Year2005,5.71452
Tunisia,Year2005,10.07938
Chile,Year2005,15.99504
Uganda,Year2005,28.19939
Western Sahara,Year2005,0.4154
Zambia,Year2005,11.71036
Zimbabwe,Year2005,11.63947
Asia & Oceania,Year2005,3609.62956
Afghanistan,Year2005,25.53805
American Samoa,Year2005,0.0624
Australia,Year2005,20.23235
Bangladesh,Year2005,144.13874
Bhutan,Year2005,0.6549
Colombia,Year2005,41.48778
Brunei,Year2005,0.36111
Burma (Myanmar),Year2005,50.57209
Cambodia,Year2005,13.2974
China,Year2005,1297.76532
Cook Islands,Year2005,0.0136
Fiji,Year2005,0.83656
French Polynesia,Year2005,0.27074
Guam,Year2005,0.16861
Hawaiian Trade Zone,Year2005,--
Hong Kong,Year2005,6.89869
Canada,Year2005,32.38638
Costa Rica,Year2005,4.20869
India,Year2005,1090.97303
Indonesia,Year2005,228.89575
Japan,Year2005,127.53719
Kiribati,Year2005,0.09259
"Korea, North",Year2005,22.19857
"Korea, South",Year2005,48.00516
Laos,Year2005,5.83636
Macau,Year2005,0.47403
Malaysia,Year2005,25.96812
Maldives,Year2005,0.33625
Cuba,Year2005,11.32615
Mongolia,Year2005,2.86599
Nauru,Year2005,0.01001
Nepal,Year2005,27.09387
New Caledonia,Year2005,0.2324
New Zealand,Year2005,4.04606
Niue,Year2005,0.00216
Pakistan,Year2005,169.27864
Papua New Guinea,Year2005,5.43977
Philippines,Year2005,90.43579
Samoa,Year2005,0.18449
Dominica,Year2005,0.07212
Singapore,Year2005,4.42572
Solomon Islands,Year2005,0.49575
Sri Lanka,Year2005,20.50426
Taiwan,Year2005,22.70108
Thailand,Year2005,64.7426
Timor-Leste (East Timor),Year2005,1.04181
Tonga,Year2005,0.11245
U.S. Pacific Islands,Year2005,0.25814
Vanuatu,Year2005,0.20609
Vietnam,Year2005,84.42493
Dominican Republic,Year2005,9.16447
Wake Island,Year2005,
World,Year2005,6469.12974
Ecuador,Year2005,13.66232
El Salvador,Year2005,5.95622
Falkland Islands (Islas Malvinas),Year2005,0.00297
French Guiana,Year2005,0.19131
Grenada,Year2005,0.10459
Guadeloupe,Year2005,0.44452
Greenland,Year2005,0.05778
Guatemala,Year2005,12.18255
Guyana,Year2005,0.7765
Haiti,Year2005,9.20467
Honduras,Year2005,7.19307
Jamaica,Year2005,2.73651
Martinique,Year2005,0.426
Montserrat,Year2005,0.00453
Netherlands Antilles,Year2005,0.2201
Nicaragua,Year2005,5.46918
Panama,Year2005,3.15503
Mexico,Year2005,106.2029
Paraguay,Year2005,5.92554
Peru,Year2005,28.05111
Puerto Rico,Year2005,3.91072
Saint Kitts and Nevis,Year2005,0.0479
Saint Lucia,Year2005,0.15737
Saint Vincent/Grenadines,Year2005,0.10607
Suriname,Year2005,0.4605
Trinidad and Tobago,Year2005,1.23669
Turks and Caicos Islands,Year2005,0.02057
Uruguay,Year2005,3.42489
Saint Pierre and Miquelon,Year2005,0.0062
Venezuela,Year2005,25.26918
"Virgin Islands,  U.S.",Year2005,0.1096
"Virgin Islands, British",Year2005,0.02268
Europe,Year2005,593.44305
Albania,Year2005,3.02453
Austria,Year2005,8.18469
Belgium,Year2005,10.36439
Bosnia and Herzegovina,Year2005,4.43049
Bulgaria,Year2005,7.45035
Croatia,Year2005,4.4959
United States,Year2005,295.75315
Cyprus,Year2005,1.01074
Czech Republic,Year2005,10.24114
Denmark,Year2005,5.43234
Faroe Islands,Year2005,0.04831
Finland,Year2005,5.22344
Former Czechoslovakia,Year2005,--
Former Serbia and Montenegro,Year2005,9.96876
Former Yugoslavia,Year2005,--
France,Year2005,61.43496
Germany,Year2005,82.43139
Central & South America,Year2005,451.05504
"Germany, East",Year2005,--
"Germany, West",Year2005,--
Gibraltar,Year2005,0.02846
Greece,Year2005,10.66835
Hungary,Year2005,10.05762
Iceland,Year2005,0.29674
Ireland,Year2005,4.19919
Italy,Year2005,58.13264
Luxembourg,Year2005,0.46857
Macedonia,Year2005,2.04526
Antarctica,Year2005,
Malta,Year2005,0.39853
Montenegro,Year2005,--
Netherlands,Year2005,16.40749
Norway,Year2005,4.59304
Poland,Year2005,38.55798
Portugal,Year2005,10.56621
Romania,Year2005,22.19716
Serbia,Year2005,--
Slovakia,Year2005,5.43136
Slovenia,Year2005,2.01107
Antigua and Barbuda,Year2005,0.08128
Spain,Year2005,43.70437
Sweden,Year2005,9.00177
Switzerland,Year2005,7.5231
Turkey,Year2005,72.67381
United Kingdom,Year2005,60.73887
Eurasia,Year2005,285.13088
Armenia,Year2005,2.9829
Azerbaijan,Year2005,8.01557
Belarus,Year2005,9.80913
Estonia,Year2005,1.33289
North America,Year2006,438.82964
Bermuda,Year2006,0.06644
Argentina,Year2006,39.61443
Former U.S.S.R.,Year2006,--
Georgia,Year2006,4.66147
Kazakhstan,Year2006,15.23324
Kyrgyzstan,Year2006,5.2139
Latvia,Year2006,2.27474
Lithuania,Year2006,3.58591
Moldova,Year2006,4.33401
Russia,Year2006,142.06949
Tajikistan,Year2006,6.94406
Turkmenistan,Year2006,4.71951
Aruba,Year2006,0.0985
Ukraine,Year2006,46.62033
Uzbekistan,Year2006,26.81046
Middle East,Year2006,195.2996
Bahrain,Year2006,0.69934
Iran,Year2006,73.1844
Iraq,Year2006,26.78418
Israel,Year2006,6.86688
Jordan,Year2006,5.61722
Kuwait,Year2006,2.41946
Lebanon,Year2006,3.8511
"Bahamas, The",Year2006,0.29929
Oman,Year2006,2.7482
Palestine,Year2006,3.69993
Qatar,Year2006,0.80258
Saudi Arabia,Year2006,24.0732
Syria,Year2006,19.32269
United Arab Emirates,Year2006,4.26591
Yemen,Year2006,20.96452
Africa,Year2006,925.68403
Algeria,Year2006,32.95925
Angola,Year2006,11.99281
Barbados,Year2006,0.28121
Benin,Year2006,8.03171
Botswana,Year2006,1.87578
Burkina Faso,Year2006,14.34353
Burundi,Year2006,8.46451
Cameroon,Year2006,17.65786
Cape Verde,Year2006,0.47831
Central African Republic,Year2006,4.44895
Chad,Year2006,9.64896
Comoros,Year2006,0.69137
Congo (Brazzaville),Year2006,3.70406
Belize,Year2006,0.28795
Congo (Kinshasa),Year2006,62.37591
Cote dIvoire (IvoryCoast),Year2006,19.3268
Djibouti,Year2006,0.67914
Egypt,Year2006,74.10059
Equatorial Guinea,Year2006,0.58335
Eritrea,Year2006,5.21433
Ethiopia,Year2006,77.4114
Gabon,Year2006,1.42639
"Gambia, The",Year2006,1.64029
Ghana,Year2006,22.52438
Bolivia,Year2006,9.24971
Guinea,Year2006,9.34573
Guinea-Bissau,Year2006,1.44275
Kenya,Year2006,35.89065
Lesotho,Year2006,1.9192
Liberia,Year2006,3.10761
Libya,Year2006,5.91323
Madagascar,Year2006,18.87216
Malawi,Year2006,13.85568
Mali,Year2006,12.44653
Mauritania,Year2006,2.9091
Brazil,Year2006,191.46901
Mauritius,Year2006,1.25343
Morocco,Year2006,30.24777
Mozambique,Year2006,20.53002
Namibia,Year2006,2.04915
Niger,Year2006,13.69295
Nigeria,Year2006,140.39777
Reunion,Year2006,0.76615
Rwanda,Year2006,9.85722
Saint Helena,Year2006,0.00752
Sao Tome and Principe,Year2006,0.16111
Cayman Islands,Year2006,0.04552
Senegal,Year2006,11.09611
Seychelles,Year2006,0.0848
Sierra Leone,Year2006,4.81762
Somalia,Year2006,9.03018
South Africa,Year2006,47.92567
Sudan,Year2006,39.3964
Swaziland,Year2006,1.2798
Tanzania,Year2006,38.56853
Togo,Year2006,5.8654
Tunisia,Year2006,10.17973
Chile,Year2006,16.15084
Uganda,Year2006,29.2065
Western Sahara,Year2006,0.43032
Zambia,Year2006,12.01326
Zimbabwe,Year2006,11.54433
Asia & Oceania,Year2006,3648.16942
Afghanistan,Year2006,26.23521
American Samoa,Year2006,0.06322
Australia,Year2006,20.48947
Bangladesh,Year2006,146.51711
Bhutan,Year2006,0.66421
Colombia,Year2006,42.04625
Brunei,Year2006,0.36782
Burma (Myanmar),Year2006,51.16167
Cambodia,Year2006,13.49871
China,Year2006,1304.26188
Cook Islands,Year2006,0.01313
Fiji,Year2006,0.84395
French Polynesia,Year2006,0.27487
Guam,Year2006,0.17109
Hawaiian Trade Zone,Year2006,--
Hong Kong,Year2006,6.94043
Canada,Year2006,32.65668
Costa Rica,Year2006,4.26977
India,Year2006,1107.62435
Indonesia,Year2006,231.82024
Japan,Year2006,127.51517
Kiribati,Year2006,0.09406
"Korea, North",Year2006,22.33156
"Korea, South",Year2006,48.12356
Laos,Year2006,5.93079
Macau,Year2006,0.49943
Malaysia,Year2006,26.43216
Maldives,Year2006,0.34812
Cuba,Year2006,11.36155
Mongolia,Year2006,2.9084
Nauru,Year2006,0.00957
Nepal,Year2006,27.45895
New Caledonia,Year2006,0.23651
New Zealand,Year2006,4.0878
Niue,Year2006,0.00216
Pakistan,Year2006,172.38187
Papua New Guinea,Year2006,5.56556
Philippines,Year2006,92.26694
Samoa,Year2006,0.18625
Dominica,Year2006,0.07225
Singapore,Year2006,4.49215
Solomon Islands,Year2006,0.50838
Sri Lanka,Year2006,20.71793
Taiwan,Year2006,22.78187
Thailand,Year2006,65.23501
Timor-Leste (East Timor),Year2006,1.06384
Tonga,Year2006,0.11471
U.S. Pacific Islands,Year2006,0.24957
Vanuatu,Year2006,0.20922
Vietnam,Year2006,85.47054
Dominican Republic,Year2006,9.29504
Wake Island,Year2006,
World,Year2006,6545.88444
Ecuador,Year2006,13.91706
El Salvador,Year2006,5.97089
Falkland Islands (Islas Malvinas),Year2006,0.00297
French Guiana,Year2006,0.19131
Grenada,Year2006,0.1052
Guadeloupe,Year2006,0.44452
Greenland,Year2006,0.05764
Guatemala,Year2006,12.45475
Guyana,Year2006,0.77021
Haiti,Year2006,9.35756
Honduras,Year2006,7.35516
Jamaica,Year2006,2.75961
Martinique,Year2006,0.426
Montserrat,Year2006,0.00463
Netherlands Antilles,Year2006,0.22189
Nicaragua,Year2006,5.57459
Panama,Year2006,3.20648
Mexico,Year2006,107.44953
Paraguay,Year2006,6.02047
Peru,Year2006,28.43259
Puerto Rico,Year2006,3.92674
Saint Kitts and Nevis,Year2006,0.04828
Saint Lucia,Year2006,0.15813
Saint Vincent/Grenadines,Year2006,0.10569
Suriname,Year2006,0.46561
Trinidad and Tobago,Year2006,1.23456
Turks and Caicos Islands,Year2006,0.02117
Uruguay,Year2006,3.44295
Saint Pierre and Miquelon,Year2006,0.00615
Venezuela,Year2006,25.64146
"Virgin Islands,  U.S.",Year2006,0.10976
"Virgin Islands, British",Year2006,0.02313
Europe,Year2006,596.28503
Albania,Year2006,3.00578
Austria,Year2006,8.19288
Belgium,Year2006,10.37907
Bosnia and Herzegovina,Year2006,4.49898
Bulgaria,Year2006,7.38537
Croatia,Year2006,4.49475
United States,Year2006,298.59321
Cyprus,Year2006,1.03103
Czech Republic,Year2006,10.23546
Denmark,Year2006,5.45066
Faroe Islands,Year2006,0.04832
Finland,Year2006,5.23137
Former Czechoslovakia,Year2006,--
Former Serbia and Montenegro,Year2006,--
Former Yugoslavia,Year2006,--
France,Year2006,61.82613
Germany,Year2006,82.4223
Central & South America,Year2006,457.01699
"Germany, East",Year2006,--
"Germany, West",Year2006,--
Gibraltar,Year2006,0.02854
Greece,Year2006,10.68806
Hungary,Year2006,10.04627
Iceland,Year2006,0.29939
Ireland,Year2006,4.30902
Italy,Year2006,58.16346
Luxembourg,Year2006,0.47441
Macedonia,Year2006,2.05055
Antarctica,Year2006,
Malta,Year2006,0.40021
Montenegro,Year2006,0.69187
Netherlands,Year2006,16.49146
Norway,Year2006,4.61082
Poland,Year2006,38.53687
Portugal,Year2006,10.60587
Romania,Year2006,22.15048
Serbia,Year2006,9.2528
Slovakia,Year2006,5.43945
Slovenia,Year2006,2.01035
Antigua and Barbuda,Year2006,0.08234
Spain,Year2006,44.43175
Sweden,Year2006,9.0166
Switzerland,Year2006,7.55793
Turkey,Year2006,73.72612
United Kingdom,Year2006,61.10066
Eurasia,Year2006,284.59973
Armenia,Year2006,2.97637
Azerbaijan,Year2006,8.06616
Belarus,Year2006,9.76574
Estonia,Year2006,1.32433
North America,Year2007,443.3473
Bermuda,Year2007,0.06692
Argentina,Year2007,40.04882
Former U.S.S.R.,Year2007,--
Georgia,Year2007,4.646
Kazakhstan,Year2007,15.28493
Kyrgyzstan,Year2007,5.28415
Latvia,Year2007,2.25981
Lithuania,Year2007,3.57544
Moldova,Year2007,4.32882
Russia,Year2007,141.37775
Tajikistan,Year2007,7.0766
Turkmenistan,Year2007,4.77423
Aruba,Year2007,0.10002
Ukraine,Year2007,46.29986
Uzbekistan,Year2007,27.07927
Middle East,Year2007,200.13219
Bahrain,Year2007,0.70938
Iran,Year2007,74.09327
Iraq,Year2007,27.50016
Israel,Year2007,6.99006
Jordan,Year2007,5.99719
Kuwait,Year2007,2.50672
Lebanon,Year2007,3.89556
"Bahamas, The",Year2007,0.30197
Oman,Year2007,2.80028
Palestine,Year2007,3.80337
Qatar,Year2007,0.8149
Saudi Arabia,Year2007,24.49852
Syria,Year2007,20.48772
United Arab Emirates,Year2007,4.44401
Yemen,Year2007,21.59104
Africa,Year2007,947.55885
Algeria,Year2007,33.36274
Angola,Year2007,12.2636
Barbados,Year2007,0.28236
Benin,Year2007,8.27816
Botswana,Year2007,1.91342
Burkina Faso,Year2007,14.79717
